"Name","Disc. Date","mmax","Mmax","Host Name","z","Type","E(B-V)","X-ray"
"SN2017exh","2017/06/22","18.01","-18.9279","","0.054408","Ia","0.0416",""
"SN2006ha","2006/09/27","18.4","-17.279","IC 1461","0.03065,0.03084,0.031","Ia","0.0385",""
"SDSS-II SN 7594","2005/09/21","20.64","","","","Ia","0.0491",""
"SN2006gm","2006/08/28","21.06","-19.22","SDSS J25907.40-003737.9","0.245,0.25","Ia","0.0415",""
"SDSS-II SN 14621","","","","","0.54","Ia","0.0453",""
"SN2018ghr","2018/09/07","18.61","-18.9","","0.072,0.072","Ia","0.0437",""
"SN2016eky","2016/07/28","17.73","-19.3","","0.056,0.056","Ia","0.0783",""
"SN2005ku","2005/11/10","17.31","-19.2228","SDSS J25942.66-000048.8","0.045248","Ia","0.0461",""
"SDSS-II SN 19599","2007/10/13","21.03","-20.8889","SDSS J25954.08+010953.0","0.507535","Ib/c","0.0475",""
"SN2018ddy","2018/07/07","17.9","-18.91","GALEXASC J225957.21-452556.4","0.0513,0.0513","Ia","0.0111",""
"SDSS-II SN 15486","2006/10/21","20.41","-18.2011","SDSS J25957.53+011423.7","0.116007","Ia","0.0521",""
"SDSS-II SN 6216","2005/10/20","21.7","-17.8349","SDSS J25958.94-002640.0","0.175564","Ia","0.0426",""
"SN1997dt","1997/11/22","14.64","-17.4","NGC 7448","0.007318","Ia","0.0484",""
"SDSS-II SN 19505","","21.06","-18.5097","SDSS J30003.17-000339.0","0.178317","Ia","0.0476",""
"SN2016fvf","2016/09/08","17.22","-19","SDSS J230003.74+175047.3","0.04,0.04","Ia","0.0749",""
"SN2006fn","2006/09/15","20.57","-19.028","SDSS J30005.98+003215.1","0.1806,0.1808","Ia","0.044",""
"SDSS-II SN 10460","2005/11/13","21.68","-18.3639","SDSS J30007.00-011213.8","0.220342","Ia","0.0456",""
"SN2010ex","2010/07/01","16.1","-19","CGCG 475-019","0.023","Ia","0.0627",""
"SN1999dr","1999/09/02","22.1","-17.52","A230017-0005","0.182,0.18,0.182","Ia","0.0476",""
"SN2008s3","2008/08/25","18.1","-18.2164","2MASX J23004648+0734590","0.040998","Ia","0.0479",""
"SN2006hf","2006/09/11","20.63","-19.4","A230052-0058","0.219,0.195","Ia","0.0429",""
"SN2017iya","2017/12/12","17.75","-19","","0.06,0.06","Ia","0.0579",""
"SN2011ie","2011/11/17","17","-18.7","A230054+1850","0.031","Ia","0.059",""
"SDSS-II SN 6913","2005/10/23","22.71","-18.5664","SDSS J30059.97+010212.3","0.381163","Ia","0.05",""
"SN2005jg","2005/10/25","21.58","-18.9","SDSS J30102.95-001224.8","0.268,0.381,0.386","Ia","0.0462",""
"SNF20080809-005","2008/08/09","18.2","-19.26","","0.06896","Ia","0.0375",""
"SN2016cdc","2016/05/15","16.89","-19.29","APMUKS(BJ) B225823.09-373218.0","0.0386,0.0386","Ia","0.0133",""
"SN2012hu","2012/12/11","17.3","-18.9","A230129+0653","0.039","Ia","0.0544",""
"SN2011fc","2011/07/11","17.8","-19","A230136+3220","0.05","Ia","0.0757",""
"SN2007hj","2007/09/01","15.48","-18.506","NGC 7461","0.01411,0.01289,0.01411","Ia","0.0747",""
"SDSS-II SN 17967","2007/09/14","21.71","-19.5501","SDSS J30206.98-003939.4","0.378414","Ia","0.0542",""
"SN2006rl","2006/11/07","19.8","-18.9","A230212-1501","0.12,0.12","Ia","0.0291",""
"SDSS-II SN 7802","2005/10/27","21.73","-19.6969","SDSS J30218.09+004345.8","0.407556","Ia","0.0396",""
"SDSS-II SN 12213","2005/11/07","21.67","-19.92","","0.438,0.454,0.469","Ia","0.0557",""
"SDSS-II SN 18253","2007/09/15","21.2","-19.3869","SDSS J30220.13-005430.9","0.280569","Ia","0.0467",""
"SN2013em","2013/07/27","15.7","-19.3","PGC 214897","0.022,0.022","Ia","0.0778",""
"SN2017ekr","2017/06/01","16.65","-18.087","UGC 12323","0.019914","Ia","0.0805",""
"SDSS-II SN 17423","2007/09/05","21.18","-19.2799","SDSS J30234.16-005018.5","0.265158","Ia","0.0488",""
"SDSS-II SN 15779","2006/10/21","21.94","-18.4976","SDSS J30234.71-002745.5","0.262538","Ia","0.0512",""
"SN2011io","2011/11/27","16.2","-20","A230247+0848","0.039","Ia","0.0662",""
"SN2006oc","2006/10/17","21.15","-19.2","SDSS J30248.33-005236.7","0.253","Ia","0.0452",""
"SDSS-II SN 18475","2007/11/20","21.42","-18.1911","SDSS J30248.66+000256.3","0.181642","Ia","0.045",""
"SDSS-II SN 13460","2006/09/15","21.49","-19.3279","SDSS J30251.44+000831.3","0.310903","Ia","0.0449",""
"SDSS-II SN 17955","2007/09/05","19.81","-21.9998","SDSS J30257.31-002059.5","0.483387","Ia","0.0495",""
"SN2007mw","2007/10/03","21.54","-18.94","SDSS J30302.73+005057.7","0.268,0.409","Ia","0.0371",""
"SN2008ec","2008/07/14","15.46","-18.8424","NGC 7469","0.016317","Ia","0.06",""
"SDSS-II SN 14340","","21.1","-19.4617","SDSS J30318.41-005118.9","0.277441","Ia","0.0437",""
"SN2013fx","2013/10/21","17","-20","A230321-6911","0.06","Ia","0.0317",""
"SN1993aa","1993/09/19","18","-17.26","APMUKS(BJ) B230046.41-063708.1","0.0253","Ia","0.0363",""
"SDSS-II SN 14034","2006/09/18","22.22","-19.36","","0.437","Ia","0.0477",""
"SDSS-II SN 18221","2007/09/14","20.35","-20.3416","SDSS J30334.04-002231.0","0.293922","Ia","0.0501",""
"SNF20080809-006","2008/08/09","19.2","-18.478","","0.07612","Ia","0.03",""
"SN2017fax","2017/06/25","16.92","-18.1513","NGC 7473","0.023209","Ia-91bg","0.0474",""
"SDSS-II SN 19072","","20.54","-18.6988","SDSS J30357.34+005010.3","0.153776","Ia","0.044",""
"SDSS-II SN 3945","2005/09/14","20.89","-19.543","SDSS J30402.35-001659.2","0.262001","Ia","0.0459",""
"SDSS-II SN 7803","2005/10/20","21.03","-20.25","SDSS J30420.63+004124.8","0.382,0.184,0.169","II","0.0409",""
"SDSS-II SN 21885","2007/11/17","22.84","-18.5786","SDSS J30427.26+001906.2","0.406059","Ia","0.0391",""
"SDSS-II SN 13066","2006/08/28","22.16","","SDSS J30431.19-011505.2","","Ia","0.0419",""
"SN1992aq","1992/07/26","19.27","-19.031","A230434-3720","0.1009","Ia","0.0108",""
"SDSS-II SN 11141","","","","","0.333177","Ia","0.0447",""
"SN1990U","1990/08/02","16","-16.4","NGC 7479","0.007935","Ib","0.0974",""
"SNF20080623-000","2008/06/23","20","-18.78","","0.125","Ia","0.1178",""
"SN2006pk","2006/11/09","20.69","-19.6579","SDSS J30459.84-005221.1","0.25227","Ia","0.043",""
"SN2017dys","2017/05/09","16","-19.578","2MASX J23050199-2638071","0.029264,0.029264","Ia","0.0257",""
"SN2000dn","2000/09/27","16.69","-19.088","IC 1468","0.032065","Ia","0.0409",""
"SDSS-II SN 17925","2007/09/05","21.16","-19.47","","0.286,0.313,0.276","Ia","0.0414",""
"SDSS-II SN 4969","","21.17","-19.6179","SDSS J30528.23-002817.8","0.306777","Ia","0.0399",""
"SN2018fou","2018/08/21","19.52","-19","","0.09","Ia","0.0443",""
"SNF20071015-000","2007/10/15","18.1","-18.087","","0.03865","Ia","0.0578",""
"SN2012ff","2012/08/21","18.1","-20.3595","A230548+1419","0.108352","Ia","0.1797",""
"SN2011gu","2011/10/14","17.44","-17.21","NGC 7485","0.0191","Ia","0.0879",""
"SDSS-II SN 9804","2005/09/14","22.46","","SDSS J30606.10-011424.1","","Ia","0.0496",""
"SDSS-II SN 1342","2005/09/09","20.83","-19.78","","0.283,0.299","Ia","0.0362",""
"SDSS-II SN 20744","2007/11/08","21.52","-19.0219","SDSS J30611.83+002132.0","0.275009","Ia","0.038",""
"SN2007pr","2007/10/20","21.67","-19.3","SDSS J30612.99+001944.1","0.333,0.297","Ia","0.0372",""
"SN2008iw","2008/09/21","19.3","-19.2","A230620+0940","0.11,0.11","Ia","0.0504",""
"SN2007nn","2007/10/08","19.5","-18","A230627+0953","0.07,0.07","Ia","0.0487",""
"SN2018epw","2018/08/05","17.7","-19.6","","0.063,0.063","Ia","0.0413",""
"SDSS-II SN 13777","2006/09/15","22.02","-19.8169","SDSS J30634.71-004103.7","0.489267","Ib/c","0.0406",""
"SDSS-II SN 18011","2007/09/19","22.31","-18.304","SDSS J30639.08+000527.0","0.283961","Ia","0.0331",""
"ASASSN-15pr","2015/09/13","16.6","-19.2471","2MASX J23063962-1234238","0.033093","Ia","0.0294",""
"SN2017heg","2017/09/26","17.77","-18.8","APMUKS(BJ) B230439.56-174515.9","0.045,0.045","Ia","0.0281",""
"SN2016iks","2016/11/20","17.55","-19.7","","0.063,0.063","Ia-02ic-like","0.0603",""
"SDSS-II SN 13441","2006/09/15","21.42","-19.2317","SDSS J30748.59-001358.2","0.28876","Ia","0.0354",""
"SDSS-II SN 9334","2005/10/30","21.48","-19.8047","SDSS J30758.20+005032.8","0.382575","Ia","0.0408",""
"SDSS-II SN 18606","2007/10/03","21.65","-19.3595","SDSS J30802.87+002856.4","0.338532","Ia","0.043",""
"SN2006qd","2006/11/16","21.52","-18.9531","SDSS J30805.08-001034.5","0.266718,0.27","Ia","0.0364",""
"ASASSN-17pa","2017/11/14","18.3","-19","2MASX J23080839-3734115","0.06","Ia","0.0142",""
"SN2018ikg","2018/11/07","17.1","-18.8812","","0.035184","Ia","",""
"SDSS-II SN 9020","2005/10/25","21.85","-19.4059","SDSS J30827.57-005511.5","0.377698","Ia","0.0412",""
"SN1973N","1973/09/02","15.25","-18.51","NGC 7495","0.0127,0.0134,0.0157","Ia","0.0757",""
"SN2018bgh","2018/04/12","18.51","-19.4","","0.083,0.083","Ia","0.0088",""
"SDSS-II SN 21524","2007/11/08","21.74","","","","Ia","0.0341",""
"SDSS-II SN 18276","2007/09/15","21.32","-19.2992","SDSS J30916.13-002727.1","0.28462","Ia","0.0304",""
"SDSS-II SN 15685","2006/10/11","22.2","-19.1046","SDSS J30923.88+004807.2","0.385981","Ia","0.0337",""
"SN2018evf","2018/08/08","19","-18","2MASX J23093474+0535151","0.06,0.06","Ia","0.0573",""
"SDSS-II SN 15359","2006/10/11","20.69","-20.1357","SDSS J30949.54+001839.1","0.311973","Ia","0.0388",""
"SDSS-II SN 10690","2005/11/19","21.82","-19.0062","SDSS J30959.97+010455.9","0.312052","Ia","0.0401",""
"SN2006en","2006/08/26","16.63","-19.17","MCG +05-54-41","0.031939","Ia","0.0553",""
"SDSS-II SN 8004","2005/10/27","22.99","-18.1046","SDSS J31006.87-003328.9","0.351569","Ia","0.0309",""
"SN2016dho","2016/07/18","19.25","-15.8","CGCG 496-051","0.023","Ia","0.0544",""
"SN2002ey","2002/09/03","17.7","-18.4946","2MASX J23101188+0732541","0.038783","Ia","0.0515",""
"SN2007jo","2007/09/03","20.5","-19.151","A231012-0055","0.1849","Ia","0.0318",""
"PSN J23102264+0735202","2015/09/06","17.3","-19.3","NGC 7499","0.046","Ia","0.0527",""
"SDSS-II SN 20608","2007/10/08","21.78","","","","Ia","0.0312",""
"SN1986M","1986/12/07","16.5","-19.7","NGC 7499","0.039","Ia","0.0532",""
"SN2018hvw","2018/10/29","18.41","-18.9","","0.065,0.065","Ia","",""
"SDSS-II SN 7600","2005/10/28","20.8","-18.889","SDSS J31027.26-010627.7","0.188077","Ia","0.0305",""
"SN2001ic","2001/12/07","17.4","-18.89","NGC 7503","0.044241,0.044237","Ia","0.0591",""
"SDSS-II SN 1741","","21.14","-18.7416","SDSS J31053.62-003404.7","0.20496","II","0.0371",""
"SN1993T","1993/05/26","18","-20","A231054-4458","0.088","Ia","0.0066",""
"SN2009nt","2009/11/20","19.6","-19","A231103+2026","0.1,0.1","Ia","0.1538",""
"SN2006gn","2006/08/28","19.13","-19.24","A231118+0030","0.104,0.104","Ia","0.0333",""
"SN2005kq","2005/11/02","21.91","-19.4","SDSS J31120.76-003630.9","0.39,0.39","Ia","0.0392",""
"SDSS-II SN 18473","2007/09/14","22.12","-19.0417","SDSS J31129.76-001427.1","0.362207","Ia","0.0411",""
"SDSS-II SN 19652","2007/10/19","21.14","-19.1509","SDSS J31129.87+010125.7","0.245953","Ia","0.0346",""
"SDSS-II SN 10480","2005/09/27","21.19","-17.96","","0.148","Ia","0.0309",""
"SDSS-II SN 18479","2007/09/19","20.92","-19.68","","0.29,0.282,0.25","Ia","0.0319",""
"SN2018hsh","2018/11/01","16.97","-19.1192","2MASX J23114995-4022172","0.036962,0.036962,0.036962","Ia","",""
"SN2007pd","2007/10/20","20.28","-18.96","SDSS J31154.05-003440.5","0.154,0.155","Ia","0.0438",""
"SDSS-II SN 8062","2005/10/21","20.97","-21.1451","SDSS J31154.78+000438.0","0.554141","Ia","0.0375",""
"SDSS-II SN 18630","2007/10/03","22.28","-18.865","SDSS J31155.28-001550.8","0.3595","Ia","0.04",""
"SN2006qe","2006/11/16","21.72","-19.5598","SDSS J31219.92-003203.7","0.381744,0.39","Ia","0.0411",""
"SN2007ob","2007/10/28","17.2","-18.7","2MASX J23122598+1354503","0.0339,0.0327,0.0339","Ia","0.0572",""
"SN2006nm","2006/10/28","22.3","-18.52","SDSS J31239.09+001557.5","0.311,0.332,0.337","Ia","0.0402",""
"SDSS-II SN 18224","2007/09/14","22.84","-18.1739","SDSS J31241.96-001846.2","0.339192","Ia","0.0403",""
"SDSS-II SN 15725","2006/10/17","22.23","-20.84","","0.855,0.893","Ia","0.0454",""
"SDSS-II SN 19334","2007/10/08","21.91","-19.12","","0.342","Ia","0.0421",""
"SDSS-II SN 19776","2007/10/09","21.9","-19.43","","0.391,0.334","Ia","0.0408",""
"SN2005jy","2005/10/20","20.5","-20.27","SDSS J31351.64+011526.2","0.305","Ia","0.041",""
"SN2013hp","2013/12/12","16.7","-18.7785","UGC 12432","0.027963","Ia","0.0859",""
"SDSS-II SN 12133","2005/10/05","21.14","","SDSS J31404.89+002603.0","","Ia","0.0336",""
"SN2018dvf","2018/07/03","17.54","-19","","0.046,0.046","Ia","0.092",""
"SN2009lr","2009/11/23","17","","A231414-0245","","Ia","0.0403",""
"SDSS-II SN 13864","2006/09/15","21.18","-19.505","SDSS J31417.90+001127.7","0.2931","Ia","0.0355",""
"SN2018cmo","2018/06/13","16.1","-19.2193","NGC 7533","0.025998,0.025998,0.025998","Ia","0.0328",""
"SN2018bde","2018/04/28","17.56","-19.1","","0.048,0.048","Ia","0.0197",""
"SDSS-II SN 16396","","20.6","-20.1439","SDSS J31434.33-000616.0","0.300839","Ia","0.0361",""
"SN1998dh","1998/07/20","13.93","-18.5","NGC 7541","0.00897,0.00897,0.00881","Ia","0.058",""
"SDSS-II SN 15944","2006/10/14","21.28","-19.43","SDSS J31445.79+002535.5","0.296,0.263,0.329,0.332","Ia","0.0365",""
"SDSS-II SN 7822","2005/10/20","20.97","-21.47","","0.642,0.507","Ia","0.0332",""
"SDSS-II SN 5199","2005/10/01","21.27","-18.7903","SDSS J31510.19-005941.1","0.221952","Ia","0.0359",""
"SN1992bl","1992/11/20","17.37","-18.69","ESO 291-G11","0.0424,0.0422,0.0498,0.0515,0.0519","Ia","0.0099",""
"SDSS-II SN 7824","2005/10/27","21.67","-18.969","SDSS J31515.16-000450.9","0.2871","Ia","0.0333",""
"SN2009nq","2009/12/28","15.2","-19.03","NGC 7549","0.0158,0.0146,0.0157,0.0145","Ia","0.1236",""
"SN2006ln","2006/10/11","20.51","-19.65","SDSS J31519.93-003345.5","0.232,0.171","Ia","0.0349",""
"SDSS-II SN 13465","2006/09/15","21.81","-18.823","SDSS J31531.86+000057.9","0.286372","Ia","0.0343",""
"SN2016eqb","2016/08/01","16.18","-19.0805","2MASX J23154564-0120135","0.025308,0.025308","Ia","0.0308",""
"SN2002ft","2002/09/09","18.1","-18","A231545-1655","0.075,0.038","Ia","0.0291",""
"SDSS-II SN 18301","2007/09/15","21.57","-19.3927","SDSS J31552.01+004856.0","0.331565","Ia","0.0388",""
"SN2006dv","2006/07/20","16.4","-19.439","UGC 12461","0.03297","Ia","0.0618",""
"SDSS-II SN 13902","2006/09/11","21.87","-19.0478","SDSS J31553.44+001507.9","0.325011","Ia","0.0381",""
"SDSS-II SN 19657","","","","","0.337755","Ia","0.033",""
"SN2006rn","2006/11/09","18.9","-19","A231604-0811","0.07,0.07","Ia","0.036",""
"SN2010ki","2010/12/02","15.2","","A231610-0214","","Ia","0.0301",""
"SN2019ir","2019/01/04","18.81","-19","","0.07,0.07","Ia","",""
"SDSS-II SN 21069","2007/10/20","22.08","-19.6827","SDSS J31614.77-005018.3","0.473334","Ia","0.0342",""
"SN2017bzc","2017/03/07","13.23","-18.651","NGC 7552","0.005365,0.005365","Ia","0.0122",""
"SN2012ep","2012/08/28","18.8","-19","A231622+2415","0.1,0.1","Ia","0.0762",""
"SN2007qi","2007/10/30","20.79","-19.763","SDSS J31628.81-000556.1","0.2764","Ia","0.0364",""
"SN2005id","2005/10/12","20.14","-19.5296","SDSS J31633.32-003948.4","0.184,0.186455","Ia","0.034",""
"SDSS-II SN 12199","2005/11/23","21.02","-19.7943","SDSS J31639.63-010929.4","0.310404","Ia","0.0364",""
"SN2016gyd","2016/10/07","20","-18.63","","0.117,0.117","Ia","0.0689",""
"SN2015ac","2015/07/28","16.25","-18.1","UGC 12474","0.017","Ia-91bg","0.0626",""
"SN2018evd","2018/08/08","17.92","-19","2MASX J23165181+4103374","0.055","Ia","0.1226",""
"SN1995ae","1995/09/22","18.5","-18.96","A231655-0204","0.06895","Ia","0.0338",""
"SDSS-II SN 14654","2006/09/29","21.73","-19.5509","SDSS J31725.84-005048.4","0.381922","Ia","0.032",""
"SN2005fh","2005/09/10","19.03","-19.6441","SDSS J31729.69+002546.8","0.11915,0.119343","Ia","0.0391",""
"SDSS-II SN 18218","2007/09/14","21.68","","","","Ia","0.0401",""
"SN2012gm","2012/11/19","14.6","-19.49","NGC 7580","0.0148","Ia","0.0393",""
"SN2009jp","2009/10/09","17.6","-19.4","A231742+1357","0.055,0.055","Ia","0.0405",""
"SDSS-II SN 6861","2005/10/21","21.27","-18.4541","SDSS J31743.75-010649.6","0.191046","Ib/c","0.0304",""
"SN2007gf","2007/07/26","19.9","-19.1","A231748+2259","0.14,0.14","Ia","0.0653",""
"SN2018gys","2018/09/30","17.95","-19","LCRS B231508.2-422911","0.06,0.06","Ia","0.0121",""
"SN2007oy","2007/10/15","21.53","-18.87","SDSS J31755.54+011325.0","0.258,0.289","Ia","0.0408",""
"SDSS-II SN 15726","2006/10/04","21","-20.35","","0.394,0.403","Ia","0.0374",""
"SN2018Z","2018/01/01","19.89","-18.44","","0.102,0.102","Ia","0.1086",""
"SN2011hv","2011/11/17","16.3","-19.32","NGC 7589","0.0298","Ia","0.0377",""
"SN2018cqv","2018/06/16","19.07","-19.28","","0.103,0.103","Ia","0.0181",""
"SN2005lf","2005/11/03","21.58","-19.03","SDSS J31842.19-011216.8","0.284,0.409,0.414","Ia","0.0319",""
"SDSS-II SN 19778","2007/10/13","21.8","-19.5655","SDSS J31845.15-002951.4","0.39657","Ia","0.0372",""
"SDSS-II SN 3669","2005/09/10","20.72","-20.75","SDSS J31901.75-005022.7","0.415,0.353","Ia","0.0323",""
"SN1987N","1987/12/14","12.85","-19.9","NGC 7606","0.0074","Ia","0.0315",""
"SDSS-II SN 19758","2007/10/30","22.01","-19.3595","SDSS J31908.21+011250.0","0.397285","Ia","0.045",""
"SN2010ho","2010/09/04","17.26","-19.054","PGC 1361264","0.040952","Ia","0.0389",""
"SN2006rd","2006/10/26","18.9","-18","A231914+0459","0.06,0.06","Ia","0.055",""
"SN2017goz","2017/08/21","18.95","-19","APMUKS(BJ) B231638.40-114736.9","0.07,0.07","Ia","0.0234",""
"SDSS-II SN 8252","2005/10/20","20.79","-21.25","","0.536,0.437,0.553","Ia","0.0419",""
"SN2000ey","2000/11/11","15.4","-19.391","IC 1481","0.02041","Ia","0.0661",""
"SN2007sg","2007/11/12","20.35","-19.3302","SDSS J31926.05-005407.8","0.187342","Ia","0.0314",""
"SDSS-II SN 14528","2006/09/20","21.32","-19.68","","0.337","Ia","0.0413",""
"SN2018btm","2018/05/13","17.3","-19.3905","2MASX J23194510+2230081","0.048617,0.048617","Ia","0.0608",""
"SDSS-II SN 14035","2006/10/04","21.74","-18.8562","SDSS J31952.01-001641.7","0.281725","Ia","0.0336",""
"SN1998ep","1998/10/15","20.1","-18.4","A231957+1603","0.11,0.11","Ia","0.0406",""
"SN2005jh","2005/10/25","19.48","-19.0174","SDSS J32004.44-000320.1","0.1099,0.110217","Ia","0.0369",""
"SDSS-II SN 11263","2005/11/19","22.06","","SDSS J32009.52+001725.9","","Ia","0.0404",""
"SN1970J","1970/09/24","14.11","-19.5","NGC 7619","0.0132,0.0135","Ia","0.0689",""
"SDSS-II SN 19335","2007/09/30","21.83","-19.259","SDSS J32014.31+002342.5","0.350692","Ia","0.0424",""
"SN2017hya","2017/11/10","17.2","-19.77","2dFGRS S540Z241","0.0552,0.0552","Ia","0.0162",""
"SN2005mq","2005/11/27","21.59","-19.5","SDSS J32021.69-002059.3","0.35,0.35","Ia","0.0325",""
"SN1998eq","1998/10/15","24.8","-19","A232027+1555","1.2","Ia","0.035",""
"SN2006hk","2006/09/18","20.89","-19.76","A232029-0109","0.289,0.276,0.281","Ia","0.034",""
"SDSS-II SN 19088","","20.97","-19.6367","SDSS J32030.41-002045.4","0.28304","Ia","0.0314",""
"SN2017ixg","2017/12/14","16.35","-19.11","2MASX J23203073+2446317","0.0277,0.0277","Ia","0.076",""
"SDSS-II SN 12308","2005/11/13","21.32","-19.2624","SDSS J32042.15+005755.0","0.279997","Ia","0.0384",""
"SN2017fco","2017/07/01","17.72","-18.3","","0.036,0.036","Ia","0.0317",""
"SN2006B","2006/01/08","16.64","-17.3","UGC 12538","0.016335","Ia","0.0609",""
"SDSS-II SN 15353","2006/10/21","21.68","-19.1541","SDSS J32109.99-001032.9","0.313149","Ia","0.0346",""
"SDSS-II SN 13780","2006/09/18","21.83","","SDSS J32111.44-004629.7","","Ia","0.0325",""
"SN2006oe","2006/10/28","21.39","-19.6","SDSS J32126.93+010757.4","0.335,0.426,0.434","Ia","0.0385",""
"SN1972J","1972/08/13","14.2","-19.4","NGC 7634","0.0116,0.0119,0.0131,0.0137","Ia","0.0397",""
"SDSS-II SN 19769","2007/10/20","21.02","-19.33","SDSS J32146.40-005834.8","0.252512","Ia","0.0368",""
"SDSS-II SN 15303","2006/10/14","20.84","-19.34","SDSS J32202.13+003227.3","0.234,0.234,0.323,0.329","Ia","0.038",""
"SDSS-II SN 859","2005/09/03","20.92","-19.6486","SDSS J32212.40+002311.9","0.278296","Ia","0.0422",""
"SN2010hu","2010/09/11","","","A232213-0519","0.088,0.088","Ia","0.0349",""
"SN2001dt","2001/08/23","18.2","-17.421","UGC 12558","0.02984","Ia","0.1781",""
"SN2007oo","2007/11/06","18.8","-16.82","UGC 12558","0.0298","Ia","0.1781",""
"SN2009in","2009/08/25","16.3","-18.6","MCG -02-59-13","0.0237","Ia","0.0308",""
"SDSS-II SN 4978","2005/10/01","21.63","-18.97","SDSS J32238.51-002544.9","0.2822","Ia","0.0363",""
"SN2006hl","2006/09/18","19.73","-19.426","SDSS J32246.06+003156.3","0.1482","Ia","0.0365",""
"SN2018bfc","2018/05/05","16.9","-19.0233","SDSS J232258.36-010141.2","0.034266,0.034266","Ia","0.037",""
"SN2018epy","2018/08/05","18.78","-19.3825","","0.094772","Ia-91T","0.0557",""
"SN2016jdk","2016/12/29","17.2","-18.9","GALEXASC J232303.16-361420.6","0.0371,0.0371","Ia","0.015",""
"SDSS-II SN 15272","2006/10/02","21.14","-19.445","SDSS J32305.28+000503.6","0.2803","Ia","0.0395",""
"SN2017hqc","2017/10/27","17.99","-18.1","GALEXASC J232308.47+103844.5","0.037,0.037","Ia","0.0687",""
"SN2011fg","2011/08/20","16.6","-19.9","A232321+1647","0.045","Ia Pec","0.0234",""
"SDSS-II SN 7457","2005/11/02","22.28","-18.0877","SDSS J32336.76-002219.8","0.254504","Ia","0.0328",""
"SN2007jc","2007/09/04","20.14","-20.202","SDSS J32348.61-010810.2","0.2516","AGN","0.0338",""
"SDSS-II SN 20491","2007/10/19","20.96","-19.16","","0.228,0.212,0.193","Ia","0.0335",""
"SN2009hi","2009/07/10","17.7","-18.6","NGC 7647","0.041","Ia","0.0258",""
"SN2009fy","2009/06/01","16","-20.31","A232405+1639","0.0408","Ia","0.0271",""
"SN2003lm","2003/12/15","21.98","-19.443","A232425-0845","0.408,0.4068,0.408","Ia","0.0357",""
"SN2004hc","2004/11/12","22.92","-19.89","A232432-0841","0.7588,0.741","Ia","0.0356",""
"SN2018hts","2018/11/01","16.8","-19","SDSS J232432.96+170537.9","0.04,0.04","Ia","",""
"SN2006ju","2006/10/02","20.18","-18.9837","SDSS J32438.93-004304.6","0.14869","Ia?","0.0363",""
