Name,Disc. Date,mmax,Mmax,R.A.,Dec.,z,Type,E(B-V)
SN2003ln,2003/12/15,22.35,-20.011,"23:30:27.15,23:30:27.151,23:30:27.158,23:30:27.131","-08:35:47.0,-08:35:46.98,-08:35:47.00,-08:35:47.09,-08:35:46.927","0.6188,0.619",Ia,0.0251
SN2004cs,2004/06/23,17.47,-16.5,"17:50:14.38,17:50:14.381","+14:16:59.5,+14:16:59.48",0.014,Ia-02cx,0.0825
SN2004hi,2004/11/20,21.79,-19.276,"02:08:38.82,02:08:38.84,02:08:38.820,02:08:38.835","-05:08:11.7,-05:08:11.79,-05:08:11.69,-05:08:11.825","0.348,0.3471,0.348",Ia,0.0183
SNLS-04D1pc,2004/11/13,23.29,-19.54,02:26:24.876,"-04:23:57.84,-04:23:57.840",0.767,Ia,0.023
SNLS-04D3gx,2004/05/20,23.43,-19.8,"14:20:13.668,14:20:13.678,14:20:13.666","+52:16:58.00,+52:16:58.000,+52:16:58.60,+52:16:58.33","0.91,0.91",Ia,0.0097
SNLS-04D3nr,2004/07/14,23.16,-20.2,"14:22:38.508,14:22:38.526","+52:38:55.27,+52:38:55.270,+52:38:55.89","0.96,0.96",Ia,0.0079
ESSENCEq018,2006/09/16,20.99,-19.504,02:31:39.017,-08:18:05.170,"0.27,0.2692",Ia?,0.0303
ESSENCEq021,2006/09/16,21.56,-19.583,02:33:43.919,-08:05:50.050,"0.36,0.3592",Ia?,0.033
PSc580024,2009/12/05,21.75,-20.369,02:22:33.802,-05:27:55.11,0.5552,Ia,0.021
SDSS-II SN 10324,2005/11/07,21.1,-19.243,"22:26:28.228,22:26:28.32","+00:35:12.44,+00:35:12.538,+00:35:12.282",0.251725,Ia,0.0515
SDSS-II SN 12879,2006/08/27,20.82,-20.3589,"00:29:47.807,00:29:47.8056,00:29:47.803,00:29:47.772","-00:09:43.09,-00:09:43.092,-00:09:43.146,-00:09:43.4304",0.364989,Ia,0.0192
SDSS-II SN 13344,2006/09/11,21.35,-18.5644,22:24:39.84,"+00:22:44.393,+00:22:44",0.207977,Ia,0.0642
SDSS-II SN 13813,2006/09/18,21.14,-19.0625,"21:13:17.008,21:13:17.04","-00:24:17.07,-00:24:17.496,-00:24:17.0748,-00:24:17.136,-00:24:17.478",0.23646,Ia,0.0566
SDSS-II SN 14455,2006/09/18,21.67,-17.11,21:25:27.12,"+00:51:04.842,+00:51:04.878,+00:51:04.6296","0.125,0.117",Ia,0.0415
SDSS-II SN 14809,2006/09/30,21.84,-19.3786,22:05:30.24,"-00:39:22.0,-00:39:21.312,-00:39:21.0996,-00:39:21.3156",0.371489,Ia,0.0888
SDSS-II SN 15074,2006/10/01,20.37,-19.49,"03:26:15.336,03:26:15.312","+00:13:18.16,+00:13:18.163,+00:13:17.936","0.203,0.185",Ia,0.099
SDSS-II SN 15239,2006/10/01,21.87,-19.1107,"00:02:25.67,00:02:25.667,00:02:25.658","-00:55:05.448,-00:55:05.4912,-00:55:05.826",0.334228,Ia,0.0304
SDSS-II SN 16001,2006/10/12,21.6,,"01:29:02.64,01:29:02.616","+00:02:12.69,+00:02:12.39",,Ia,0.0289
SDSS-II SN 16121,2006/10/27,21.42,-12.14,"03:16:54.936,03:16:54.912","-00:21:21.528,-00:21:21.438,-00:21:21.8412",0.0116,Ia,0.0588
SDSS-II SN 16142,2006/10/29,20.97,,"00:04:05.9496,00:04:05.9232","+00:29:10.813,+00:29:10.298",,Ia,0.0434
SDSS-II SN 16236,2006/10/21,21.06,-20.3583,22:18:56.4,"-00:30:42.3,-00:30:42.2136,-00:30:42.5232",0.405999,Ia,0.064
SDSS-II SN 16468,2006/10/29,21.17,-18.9366,"00:15:32.1312,00:15:32.124","+00:06:57.431,+00:06:57.229",0.226581,Ia,0.0228
SDSS-II SN 16724,2006/11/11,20.74,,21:57:26.4,"+00:06:21.92,+00:06:21.701",,Ia,0.0499
SDSS-II SN 16878,2006/09/11,21.94,-19.01,21:44:48.96,"-00:07:27.7212,-00:07:27.7068,-00:07:28.0416","0.329,0.289",II,0.0648
SDSS-II SN 16945,2006/10/31,21.83,,"03:22:21.768,03:22:21.744","-00:28:04.1844,-00:28:04.5444",,Ia,0.0585
SDSS-II SN 1762,2005/09/03,20.78,,"00:03:06.851,00:03:06.8306","-00:26:19.8132,-00:26:20.1336",,Ia,0.0297
SDSS-II SN 17967,2007/09/14,21.71,-19.5501,"23:02:07.102,23:02:07.2,23:02:06.96","-00:39:34.87,-00:39:34.866,-00:39:34.8624,-00:39:35.1468",0.378414,Ia,0.0542
SDSS-II SN 18146,2007/09/05,21.48,-20.065,"02:09:43.052,02:09:43.032,02:09:43.056","-00:00:01.49,-00:00:01.584,-00:00:01.494,-00:00:01.3428,-00:00:01.5696",0.429563,Ia,0.0222
SDSS-II SN 18243,2007/09/05,21.29,-19.28,"22:20:10.777,22:20:10.8","-00:44:24.14,-00:44:24.324,-00:44:24.144,-00:44:23.9964,-00:44:24.3132","0.278,0.289,0.255",Ia,0.0732
SDSS-II SN 18836,2007/09/22,21.68,-19.0582,"01:38:54.645,01:38:54.648,01:38:54.624","-00:02:00.04,-00:02:00.042,-00:02:00.024,-00:02:00.42",0.300084,Ia,0.0287
SDSS-II SN 18971,2007/10/08,21.54,-18.9718,"02:05:46.927,02:05:46.896,02:05:46.92","+01:12:31.87,+01:12:31.572,+01:12:31.86,+01:12:31.824",0.271354,Ia,0.0219
SDSS-II SN 19175,2007/10/09,21.64,-19.22,01:48:18.936,"+00:53:58.283,+00:53:58.182,+00:53:57.973","0.317,0.278",Ia,0.0247
SDSS-II SN 19334,2007/10/08,21.91,-19.12,"23:12:46.786,23:12:46.8","+00:20:04.62,+00:20:04.6212,+00:20:04.6716,+00:20:04.1496",0.342,Ia,0.0421
SDSS-II SN 19408,2007/10/08,21.78,,"03:40:01.704,03:40:01.68","+00:19:17.638,+00:19:17.306",,Ia,0.0878
SDSS-II SN 19784,2007/10/06,21.86,-18.1862,"00:47:32.184,00:47:32.16","-00:25:01.506,-00:25:01.4124,-00:25:01.6284",0.220567,Ia,0.0167
SDSS-II SN 1979,2005/09/09,20.43,-20.2071,"22:17:25.478,22:17:25.44","+00:56:41.10,+00:56:41.1,+00:56:41.122,+00:56:40.978",0.286893,Ia,0.0528
SDSS-II SN 19987,2007/10/18,21.27,-19.1,"01:04:10.778,01:04:10.752,01:04:10.776","-00:19:35.15,-00:19:35.472,-00:19:35.148,-00:19:35.1444,-00:19:35.4612","0.255,0.396",Ib/c,0.0386
SDSS-II SN 20257,2007/10/20,21.64,-19.1104,21:34:28.32,"-00:08:51.2448,-00:08:51.5472",0.301715,Ia,0.0367
SDSS-II SN 20399,2007/10/31,21.83,-17.7245,22:27:06.48,"-01:09:41.004,-01:09:41.22",0.177108,Ia,0.0493
SDSS-II SN 20553,2007/10/29,21,-20.0768,"23:43:10.133,23:43:10.08","-00:19:51.78,-00:19:51.7836,-00:19:52.032",0.348806,Ia,0.0263
SDSS-II SN 20663,2007/10/31,21.46,-19.2744,"01:05:48.549,01:05:48.528,01:05:48.552","+00:49:14.54,+00:49:14.2,+00:49:14.538,+00:49:14.48,+00:49:14.167",0.299569,Ia,0.0221
SDSS-II SN 2078,2005/09/09,20.98,-19.9292,"22:26:51.346,22:26:51.36","-01:04:47.13,-01:04:47.136,-01:04:47.064,-01:04:47.496",0.323773,Ia,0.0468
SDSS-II SN 20916,2007/10/21,21.83,-19.3315,"01:18:21.040,01:18:21.048,01:18:21","+01:01:27.91,+01:01:27.912,+01:01:27.984,+01:01:27.66",0.362181,Ia,0.0287
SDSS-II SN 20965,2007/11/04,21.76,-19.5726,00:58:05.904,"-00:17:42.072,-00:17:42.3888",0.390807,Ia,0.0284
SDSS-II SN 21401,2007/10/21,21.66,-15.23,"03:14:36.696,03:14:36.648","+00:06:11,+00:06:10.85,+00:06:10.667",0.0533,Ia,0.081
SDSS-II SN 21402,2007/11/04,22.13,,03:24:27.672,"+00:02:04.999,+00:02:04.772",,Ia,0.1062
SDSS-II SN 2437,2005/09/15,20.92,-19.4923,"02:04:37.704,02:04:37.68","+00:48:24.19,+00:48:23.954",0.259608,Ia,0.0204
SDSS-II SN 2621,2005/09/09,21.41,-19.5,"01:01:22.536,01:01:22.56,01:01:22.512","-01:07:44.976,-01:07:45.012,-01:07:45.192","0.324,0.284",Ia,0.0328
SDSS-II SN 3206,2005/09/09,21.16,-20.3188,"00:54:18.598,00:54:18.576,00:54:18.6","+00:25:05.61,+00:25:05.376,+00:25:05.7252,+00:25:05.3832",0.417071,Ia,0.0225
SDSS-II SN 5142,2005/10/01,21.12,-19.71,22:36:47.28,"-01:00:03.24,-01:00:03.492","0.312,0.276",Ia,0.0408
SDSS-II SN 5963,2005/10/12,20.84,-19.354,"00:44:19.45,00:44:19.44","+00:28:46.2,+00:28:45.8,+00:28:46.16,+00:28:46.142,+00:28:45.847",0.2356,Ia,0.0162
SDSS-II SN 6501,2005/10/14,19.85,-21.16,"21:00:37.652,21:00:37.68","+00:07:53.38,+00:07:53.22,+00:07:53.382,+00:07:53.447,+00:07:53.206","0.338,0.297",Ia,0.0687
SDSS-II SN 6709,2005/10/21,20.82,-19.7663,"23:35:58.286,23:35:58.32","+00:36:49.19,+00:36:49.194,+00:36:48.895",0.280494,Ia,0.0292
SDSS-II SN 6831,2005/10/20,21.53,-18.4216,"02:20:02.696,02:20:02.688","+00:43:17.33,+00:43:17.49,+00:43:17.213",0.211453,Ia,0.0311
SDSS-II SN 703,2005/09/03,21.28,-19.72,"22:24:52.301,22:24:52.32","+00:39:02.61,+00:39:02.124,+00:39:02.6028,+00:39:02.1132","0.337,0.342",Ia,0.0538
SDSS-II SN 7499,2005/10/12,21.76,-19.3407,"01:19:25.422,01:19:25.416,01:19:25.392","-00:14:09.02,-00:14:09.024,-00:14:09.1464,-00:14:09.4416",0.352531,Ia,0.0284
SDSS-II SN 7594,2005/09/21,20.64,,22:58:36.24,"+00:53:57.383,+00:53:56.972",,Ia,0.0491
SDSS-II SN 7712,2005/10/26,21.96,-19.57,"00:43:50.37,00:43:50.376","-01:14:27.0,-01:14:26.952,-01:14:26.664",0.426,Ia,0.019
SDSS-II SN 8128,2005/10/21,21.79,-19.8075,"00:32:38.248,00:32:38.2464,00:32:38.2272","-00:49:22.67,-00:49:22.674,-00:49:22.7208,-00:49:23.0808",0.439722,Ia,0.0175
SDSS-II SN 8226,2005/10/20,21.82,-19.72,"22:19:16.141,22:19:16.08","+00:44:57.12,+00:44:56.83,+00:44:57.1,+00:44:57.145,+00:44:56.818","0.429,0.507,0.417",Ia,0.0513
SDSS-II SN 8513,2005/10/25,21.46,,20:18:09.84,"-00:34:59.8008,-00:34:59.9376",,Ia,0.0845
SDSS-II SN 8600,2005/10/26,22.06,-19.5284,"02:57:04.987,02:57:04.992,02:57:04.968","-00:05:32.72,-00:05:32.7228,-00:05:32.7552,-00:05:32.9208",0.437935,Ia,0.0545
SDSS-II SN 8730,2005/10/26,21.8,-19.9504,"02:09:05.88,02:09:05.856","-00:40:49.1052,-00:40:49.4832",0.470738,Ia,0.0279
SDSS-II SN 9026,2005/10/25,21.17,,21:11:47.76,"-00:36:00.198,-00:36:00.4572",,Ia,0.0657
SDSS-II SN 9132,2005/10/31,21.43,-19.77,"01:05:01.259,01:05:01.248","+00:32:24.43,+00:32:24.04,+00:32:24.331","0.368,0.384,0.329",Ia,0.0207
SDSS-II SN 9194,2005/10/21,21.8,-15.7984,"00:07:32.9568,00:07:32.9592,00:07:32.9472","-00:47:49.074,-00:47:49.0884,-00:47:49.4124",0.073431,Ib/c,0.0292
SDSS-II SN 9326,2005/10/30,21.83,-19.3,"22:57:15.911,22:57:15.84","+00:37:42.36,+00:37:42.359,+00:37:42.438,+00:37:42.128",0.35,Ia,0.0424
SDSS-II SN 9424,2005/10/31,21.12,-18.8921,22:17:21.6,"+00:05:50.88,+00:05:51.05,+00:05:50.8",0.217237,Ia,0.0585
SN2005dv,2005/09/04,15.67,-17.3,"13:41:04.45,13:41:04.450","+67:40:20.3,+67:40:20.32",0.010404,Ia,0.0159
SN2005iu,2005/10/20,18.98,-19,"20:20:15.62,20:20:15.6,20:20:15.60,20:20:15.600","+00:13:02.5,+00:13:02,+00:13:02.532,+00:13:02.316,+00:13:02.4276,+00:13:02.3304,+00:13:02.6,+00:13:02.60","0.09,0.09",Ia,0.1178
SN2005mq,2005/11/27,21.59,-19.5,"23:20:21.78,23:20:21.8,23:20:21.84,23:20:21.79,23:20:21.790","-00:20:59.6,-00:21:00,-00:20:59.604,-00:20:59.5788,-00:20:59.748,-00:20:59.60","0.35,0.35",Ia,0.0325
SN2006bw,2006/04/27,16.6,-19.0325,"14:33:56.73,14:33:56.731","+03:47:55.8,+03:47:55.79",0.030002,Ia,0.0318
SN2006hi,2006/09/17,20.94,-19.49,"01:23:45.96,01:23:46.032,01:23:46.008,01:23:46.04,01:23:46.039","+00:48:58.5,+00:49:00.228,+00:48:59.87,+00:49:00.246,+00:49:00.0,+00:49:00.01","0.262,0.697,0.731",Ia,0.0271
SN2006ju,2006/10/02,20.18,-18.9837,"23:24:38.93,23:24:39.12,23:24:38.88,23:24:39.01,23:24:39.010","-00:43:04.4,-00:43:05.88,-00:43:06.096,-00:43:06.312,-00:43:06.0852,-00:43:06.3012,-00:43:06.0,-00:43:05.99",0.14869,Ia?,0.0363
SN2006jv,2006/10/03,20.37,-20.48,"01:30:32.21,01:30:32.208,01:30:32.184,01:30:32.210","+00:13:11.2,+00:13:11.3,+00:13:11.284,+00:13:10.97,+00:13:11.21",0.315,Ia,0.0268
SN2006pw,2006/11/14,21.54,-19.3881,"22:46:26.96,22:46:26.88,22:46:26.959","+01:09:02.9,+01:09:02.916,+01:09:02.664,+01:09:02.92",0.326503,Ia,0.0727
SN2006qe,2006/11/16,21.72,-19.5598,"23:12:19.98,23:12:19.92,23:12:19.980","-00:32:03.9,-00:32:03.912,-00:32:03.9228,-00:32:04.4376,-00:32:03.91","0.381744,0.39",Ia,0.0411
SN2006qg,2006/11/18,20.59,-19.47,"21:54:18.09,21:54:18,21:54:18.089","+00:26:49.2,+00:26:49.24,+00:26:48.883,+00:26:49.20",0.222,Ia,0.0673
SN2006tm,2006/12/15,21.26,-18.717,"01:09:17.296,01:09:17.30,01:09:17.299,01:09:17.297","+00:09:11.31,+00:09:11.3,+00:09:11.30,+00:09:11.389","0.2139,0.2156",Ia,0.0239
SN2007ar,2007/03/12,17.9,-18.42,"13:21:01.93,13:21:01.930","+58:33:02.4,+58:33:02.41",0.052933,Ia,0.0083
SN2007jv,2007/09/14,20.9,-18.39,"00:15:36.91,00:15:36.912,00:15:36.888,00:15:36.910","-00:23:21.6,-00:23:21.6564,-00:23:21.7824,-00:23:21.59",0.157,Ia,0.0326
SN2007kp,2007/09/13,21.45,-19.18,"22:09:29.59,22:09:29.52,22:09:29.590","+00:44:16.4,+00:44:16.12,+00:44:16.415,+00:44:16.109,+00:44:16.40","0.286,0.329",Ia,0.0402
SN2007oq,2007/10/06,21.51,-19.5,"21:42:30.75,21:42:30.72,21:42:30.749","+00:59:04.6,+00:59:04.344,+00:59:04.5816,+00:59:04.3512,+00:59:04.60","0.339,0.294",Ia?,0.0497
SN2007oz,2007/10/15,21.82,-18.89,"23:57:16.57,23:57:16.56,23:57:16.570","+00:14:57.7,+00:14:57.23,+00:14:57.721,+00:14:57.224,+00:14:57.70","0.297,0.27",Ia,0.0305
SN2007ty,2007/11/05,22.19,-19.913,"02:28:34.38,02:28:34.380,02:28:34.378,02:28:34.381","-08:23:49.5,-08:23:49.49,-08:23:49.53,-08:23:49.491","0.552,0.5512",Ia,0.0269
SN2007ua,2007/11/07,22.22,-19.882,"01:10:31.939,01:10:31.944,01:10:31.95,01:10:31.961,01:10:31.955","+00:35:49.58,+00:35:49.578,+00:35:49.4,+00:35:49.42,+00:35:49.45,+00:35:49.434","0.5509,0.5514",Ia,0.0237
SN2007ul,2007/12/01,22.49,-19.872,"02:07:16.53,02:07:16.541,02:07:16.535,02:07:16.534","-04:42:23.2,-04:42:23.18,-04:42:23.22,-04:42:23.201","0.62,0.6191,0.62",Ia,0.0192
SN2008ad,2008/01/30,18,-18.79,"12:49:37.15,12:49:37.071,12:49:37.150","+28:19:46.5,+28:19:45.82,+28:19:46.49","0.0509,0.054,0.054",Ia,0.0108
SNLS-05D2ec,2005/03/15,22.78,-19.66,"09:59:26.184,09:59:26.170","+02:00:49.05,+02:00:49.050,+02:00:49.36",0.642,Ia,0.0169
SNLS-05D2he,2005/04/12,22.84,-19.48,10:01:26.511,"+02:19:03.82,+02:19:03.820","0.608,0.608",Ia,0.0149
SNLS-05D3ax,2005/02/10,22.83,-19.62,14:19:17.583,"+52:41:15.07,+52:41:15.070","0.643,0.643",Ia,0.0076
SNLS-05D3gp,2005/04/10,22.03,-20.2,"14:22:42.316,14:22:42.338","+52:43:28.88,+52:43:28.880,+52:43:28.71","0.58,0.58,0.58",Ia,0.0076
SNLS-05D3mh,2005/07/09,22.83,-19.7,14:18:59.833,"+52:40:03.21,+52:40:03.210","0.67,0.67",Ia,0.008
SNLS-05D4bi,2005/07/06,22.77,-20.09,22:15:56.550,"-17:59:09.85,-17:59:09.850","0.775,0.775",Ia,0.0239
SNLS-06D2ck,2006/03/07,22.58,-19.53,10:01:28.016,"+01:51:49.07,+01:51:49.070","0.552,0.552",Ia,0.0162
SNLS-06D3em,2006/05/28,23.1,-19.5,14:19:23.419,"+53:01:22.85,+53:01:22.850","0.69,0.69",Ia,0.0087
SNLS-06D3gh,2006/06/29,22.89,-19.8,"14:18:31.419,14:18:31.44","+52:26:34.47,+52:26:34.470,+52:26:34.8",0.72,Ia,0.0078
ASASSN-13cu,2013/09/01,16.8,-18.62,"00:40:09.93,00:40:10.13,00:40:10.128","-10:26:21.9,-10:26:25.7,-10:26:25.8",0.0272,Ia,0.0284
OGLE-2014-SN-210,2014/12/28,19.41,-18,03:48:35.98,"-64:21:16.5,-64:21:16.6",0.08,Ia,0.056
PS1-10im,2010/04/02,22.18,-19.7,"10:50:05.881,10:50:05.883,10:50:05.863","+58:46:38.71,+58:46:38.70,+58:46:38.75",0.51,Ia,0.0075
PS1-13bit,2013/05/04,22.21,,,,,Ia,
PSc010204,2010/02/06,22.49,-19.2883,08:41:36.064,+43:24:02.18,0.47664,Ia,0.0196
PSc030252,2010/04/17,21.96,-18.9624,12:17:28.971,+48:05:38.04,0.32567,Ia,0.0132
PSc040176,2010/05/09,21.59,-19.4799,12:20:58.357,+45:56:04.95,0.34774,Ia,0.0104
PSc050172,2010/05/18,21.97,-19.8897,12:21:43.238,+47:01:25.94,0.49427,Ia,0.0133
PSc050625,2010/06/15,21.74,-19.2319,16:07:18.197,+53:49:47.77,0.33292,Ia,0.0098
PSc070054,2010/08/03,22.25,-19.3833,16:11:45.287,+55:17:56.99,0.44679,Ia,0.0063
PSc131031,2011/02/10,21.82,-18.8913,14:09:41.539,+53:20:58.92,0.29651,Ia,0.0088
PSc150226,2010/02/12,22.25,-19.0235,10:50:15.133,+57:22:15.11,0.38067,Ia,0.0067
PSc150273,2011/04/12,22.06,-19.631,12:14:48.831,+47:19:09.63,0.45842,Ia,0.0117
PSc150604,2011/04/21,22.14,-19.712,10:44:27.019,+58:35:25.33,0.4926,Ia,0.0065
PSc180025,2011/06/26,22.26,-19.46,14:13:09.496,+53:27:46.87,0.4644,Ia,0.0081
PSc180329,2011/07/12,22.04,-19.4746,22:17:20.245,+01:15:31.90,0.42378,Ia,0.0423
PSc210091,2011/10/02,22.24,-19.5176,22:14:10.983,+00:57:14.50,0.47226,Ia,0.0357
PSc310260,2011/09/08,22.4,,02:24:40.539,-05:06:15.51,,Ia,0.0232
PSc310555,2011/09/17,22.18,-19.456,23:34:07.866,-00:23:28.99,0.44732,Ia,0.0326
PSc330061,2011/11/13,21.94,-18.9459,08:37:49.096,+44:55:57.82,0.32043,Ia,0.0233
PSc340105,2010/09/12,21.75,-18.6604,02:23:52.675,-03:38:04.00,0.25939,Ia,0.0216
PSc350047,2012/01/02,21.62,-18.5588,10:53:02.874,+58:08:10.84,0.23398,Ia,0.0067
PSc350152,2012/01/05,22.07,-20.538,09:59:01.052,+00:48:53.52,0.69207,Ia,0.0207
PSc360027,2012/01/24,22.52,,10:40:58.633,+57:05:54.18,,Ia,0.005
PSc360136,2012/01/30,22.23,-19.0804,10:46:00.204,+58:13:25.54,0.38697,Ia,0.0069
PSc370075,2012/02/21,21.85,-18.8933,08:42:40.023,+43:31:25.30,0.30076,Ia,0.0225
PSc380318,2012/03/28,21.72,-19.2847,10:01:39.165,+03:14:59.43,0.33781,Ia,0.0184
PSc390441,2012/05/07,19.68,,16:02:00.987,+54:04:51.67,,Ia,0.0098
PSc480180,2013/01/31,22.33,-19.193,12:20:19.939,+45:43:32.07,0.4253,Ia,0.0099
PSc480195,2013/01/27,22.09,-19.4004,10:56:01.292,+58:21:17.28,0.41923,Ia,0.0057
PSc480198,2013/01/31,21.5,-19.7449,12:27:55.605,+47:25:09.20,0.37587,Ia,0.0099
PSc500093,2013/04/01,22.16,-19.6377,09:57:02.673,+02:34:38.36,0.48079,Ia,0.0171
PSc510122,2013/04/29,21.84,-19.2782,16:06:35.840,+53:53:50.94,0.35528,Ia,0.0084
PSc520031,2013/05/02,21.82,-19.3123,10:49:49.166,+58:34:31.80,0.35751,Ia,0.0086
PSc520058,2013/05/30,22.5,-19.202,14:10:02.143,+52:29:16.41,0.46069,Ia,0.0134
PSc520086,2013/05/31,21.74,-19.8119,14:13:16.253,+53:53:25.70,0.43087,Ia,0.01
PSc530502,2013/07/14,22.15,-19.5588,16:16:42.665,+54:00:20.60,0.46208,Ia,0.0077
PSc540091,2013/07/08,22.62,-18.7939,23:33:31.107,-00:18:12.24,0.40521,Ia,0.0309
PSc540272,2013/08/01,22.52,-19.574,23:26:23.945,+00:21:15.81,0.5488,Ia,0.0307
PSc540291,2013/08/01,22.36,-18.8884,22:16:25.657,+01:28:06.41,0.37645,Ia,0.0405
PSc550137,2013/09/09,21.95,,22:19:00.985,+00:01:46.75,,Ia,0.0777
PSc560054,2013/09/27,22.04,-19.7557,23:33:10.992,-00:20:11.06,0.48035,Ia,0.0293
PSc590031,2013/12/10,21.97,-19,09:56:17.496,"+02:00:08.43,+02:00:08.44",0.34,Ia,0.0162
PTF10hdv,2010/05/14,17.64,-19.23,"12:07:45.39,12:07:45.36,12:07:45.43","+41:29:27.8,+41:29:27.96,+41:29:28.7","0.0527,0.0542,0.0535,0.0545,0.0556",Ia,0.0118
PTF10trp,2010/08/27,18.32,-18.38,"21:28:08.01,21:28:07.92","+09:51:14.0,+09:51:13.176","0.0489,0.0489",Ia,0.0376
PTF11dtm,2011/05/21,19.39,-19.14,12:16:15.84,"+18:47:25.6,+18:47:25.44",0.112,Ia,0.0239
PTF11lih,2011/08/31,18.86,-18.7,"23:10:58.83,23:10:58.8,23:10:58.93","+31:51:35.8,+31:51:35.64,+31:51:36.0","0.072,0.072",Ia,0.0551
SN2011dm,2011/06/15,17.45,-14.2,"21:56:41.59,21:56:41.590","+73:17:48.9,+73:17:48.91",0.0049,Ia,0.5175
Gaia18aql,2018/02/28,16.63,-20.2786,"16:07:15.745,16:07:15.750,16:07:15.84","+26:11:47.95,+26:11:48.12",0.053689,Ia,0.0474
OGLE-2015-SN-013,2015/01/08,19.88,-19.1,03:15:22.08,-74:18:56.5,0.14,Ia,0.055
OGLE-2015-SN-030,2015/01/17,20.05,-19.4,06:11:24.79,"-63:24:20.1,-63:24:20.2",0.17,Ia,0.041
OGLE-2015-SN-051,2015/02/03,18.63,-19,04:33:45.16,-60:49:44.7,0.06,Ia,0.0179
OGLE15ln,2015/10/03,19.94,,02:46:24.98,-64:54:30.7,,Ia,0.0216
PS15baq,2015/06/29,17.82,-18,18:36:31.84,+51:28:31.8,0.03,Ia,0.0409
PS15bsp,2015/08/13,19.29,-17,23:24:03.18,-09:56:32.8,0.05,Ia,0.0256
PS15oh,2015/03/16,18.92,-18,13:10:03.03,+10:04:28.9,0.05,Ia,0.02
PS15tt,2015/03/15,18.33,-19,12:31:33.40,+10:22:02.8,0.06,Ia,0.0272
SN2016adq,2016/02/09,16.2,-19.7187,"14:06:44.366,14:06:44.37,14:06:44.4","+71:53:15.25,+71:53:15.3,+71:53:17.52,+71:53:15.36","0.034194,0.034194,0.034194",Ia,0.0163
SN2016daj,2016/07/17,16.6,-19.2,"02:04:37.495,02:04:37.500,02:04:37.44,02:04:37.416","+21:35:08.45,+21:35:09.6,+21:35:09.96","0.032,0.032",Ia,0.1089
SN2016gda,2016/09/07,18.36,-17.2,"01:39:26.410,01:39:26.412,01:39:26.424","-34:00:43.20,-34:00:43.2","0.029,0.029",Ia,0.0175
SN2016gsb,2016/09/29,15.11,-18.05,"06:04:28.140,06:04:28.2,06:04:28.248","-20:20:24.94,-20:20:24.36,-20:20:24.72","0.00965,0.00965",Ia,0.0578
SN2016haa,2016/10/09,17.05,-19.2383,"09:03:34.498,09:03:34.500,09:03:34.32,09:03:34.44,09:03:34.56","+41:42:45.47,+41:42:46.08,+41:42:46.2,+41:42:45.36","0.040476,0.040476",Ia,0.0148
SN2017bc,2017/01/05,16.9,-18.4915,"12:19:50.806,12:19:50.810,12:19:50.86,12:19:50.88","-06:51:19.66,-06:51:19.9,-06:51:20.448",0.026872,Ia,0.0305
SN2017ckq,2017/03/23,16.16,-17.052,"10:44:25.389,10:44:25.390,10:44:25.44","-32:12:32.83,-32:12:32.76",0.009893,Ia,0.0637
SN2017cop,2017/03/25,16.71,-19,"21:24:03.420,21:24:03.411,21:24:03.36","+15:01:19.20,+15:01:19.2",0.03,Ia,0.0784
SN2017dcf,2017/04/16,18.58,-19,"16:26:24.650,16:26:24.647,16:26:24.72,16:26:24.64","+21:18:59.44,+21:18:59.43,+21:18:59.4","0.06,0.06",Ia,0.0402
SN2017dit,2017/04/24,16.88,-17.707,"15:27:58.920,15:27:58.924,15:27:58.8792,15:27:59.04,15:27:58.96","+42:50:48.70,+42:50:48.69,+42:50:48.858,+42:50:48.84,+42:50:48.9","0.01859,0.01859",Ia,0.0225
SN2017eio,2017/05/24,17.35,-18.522,"22:55:37.106,22:55:37.110,22:55:37.2,22:55:37.10","+19:10:24.05,+19:10:23.88,+19:10:24.0,+19:10:24.6","0.03347,0.03347",Ia,0.0516
SN2017eyz,2017/06/25,19.8,-19.58,"22:04:06.997,22:04:07.000,22:04:06.99","+00:52:52.78,+00:52:52.7","0.164,0.164",Ia,0.0419
SN2017hes,2017/09/29,19.01,-18.3,"02:31:44.561,02:31:44.560,02:31:44.57","+02:41:28.47,+02:41:28.5","0.064,0.064",Ia,0.0265
SN2017igy,2017/11/17,18.8,-18.8,"02:32:10.354,02:32:10.350,02:32:10.35","+04:04:39.90,+04:04:39.9","0.073,0.073",Ia,0.0365
SN2017ixe,2017/12/13,16.75,-19.2,"02:29:49.530,02:29:49.56","+45:46:51.40,+45:46:51.24","0.034,0.034",Ia,0.0954
SN2018aby,2018/03/07,17.42,-18.5758,"14:07:00.222,14:07:00.220,14:07:00.21","-15:15:35.01,-15:15:35.0",0.035418,Ia,0.0688
SN2018ati,2018/04/09,18.45,-19,"10:12:24.780,10:12:24.72","-15:10:52.79,-15:10:52.68","0.08,0.08",Ia,0.0644
SN2018bfk,2018/04/27,18.13,-20,"15:46:15.980,15:46:15.984,15:46:16.08","+29:05:40.74,+29:05:40.92","0.1,0.1",Ia,0.0271
SN2018dzr,2018/07/16,18.47,-19,"17:02:22.570,17:02:22.568,17:02:22.56","+57:45:05.15,+57:45:05.04,+57:45:05.1","0.07,0.07",Ia,0.0181
